,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,2018-12-13,IBULHSGFIN,EQ,734.3,752.9,805.0,752.0,774.0,775.7,783.27,16073252,1258969062740000.0,293723,1224600,0.0762
1,2018-12-14,IBULHSGFIN,EQ,775.7,772.65,798.05,760.05,788.9,792.9,785.99,7758340,609798940275000.0,174434,1264611,0.163
2,2018-12-17,IBULHSGFIN,EQ,792.9,792.0,802.95,772.2,782.0,781.45,782.96,5144832,402821327375000.0,103425,1014415,0.1972
3,2018-12-18,IBULHSGFIN,EQ,781.45,774.0,784.9,768.7,778.0,776.6,776.84,3233478,251188295405000.03,62244,499893,0.15460000000000002
4,2018-12-19,IBULHSGFIN,EQ,776.6,785.0,843.0,784.5,837.55,839.65,827.18,15604697,1290787919750000.0,259125,3658276,0.23440000000000003
5,2018-12-20,IBULHSGFIN,EQ,839.65,830.0,875.0,828.5,848.15,846.05,857.28,16632189,1425844973550000.0,277426,2948419,0.1773
6,2018-12-21,IBULHSGFIN,EQ,846.05,854.0,864.9,807.6,818.15,816.85,834.09,13418629,1119228083650000.0,212477,2717018,0.2025
0,2018-12-13,ICICIBANK,EQ,349.95,352.9,354.2,347.6,349.55,349.55,351.28,19129928,671990578875000.0,156090,10017779,0.5236999999999999
1,2018-12-14,ICICIBANK,EQ,349.55,349.2,354.05,349.15,351.0,351.9,352.22,12104234,426331340335000.0,115429,5730657,0.47340000000000004
2,2018-12-17,ICICIBANK,EQ,351.9,352.3,360.5,352.3,358.5,358.45,358.62,18378122,659071054595000.0,169113,9910739,0.5393
3,2018-12-18,ICICIBANK,EQ,358.45,356.75,362.9,354.6,362.5,362.25,358.52,15405953,552331010120000.0,144188,7525671,0.48850000000000005
4,2018-12-19,ICICIBANK,EQ,362.25,363.0,369.25,361.0,366.85,366.5,366.02,19442031,711610235700000.0,171705,11123475,0.5721
5,2018-12-20,ICICIBANK,EQ,366.5,363.05,365.5,361.15,362.8,362.15,363.42,12109613,440084059670000.0,124918,6550716,0.541
6,2018-12-21,ICICIBANK,EQ,362.15,361.0,363.5,352.0,355.05,354.2,356.18,13555416,482820120610000.06,87851,5129863,0.37840000000000007
0,2018-12-13,ICICIPRULI,EQ,313.6,315.35,323.4,313.5,314.6,314.85,318.27,627363,19967118250000.0,23042,256135,0.4083
1,2018-12-14,ICICIPRULI,EQ,314.85,314.0,314.0,309.2,310.5,310.9,311.29,383075,11924820095000.0,11395,133851,0.3494
2,2018-12-17,ICICIPRULI,EQ,310.9,310.8,324.5,310.8,321.9,321.45,319.13,1088495,34737441055000.0,13775,388950,0.35729999999999995
3,2018-12-18,ICICIPRULI,EQ,321.45,320.95,323.45,314.2,314.75,314.95,315.75,996731,31471368305000.0,13910,595719,0.5977
4,2018-12-19,ICICIPRULI,EQ,314.95,317.0,318.6,313.65,315.5,315.5,315.38,1493014,47086232995000.0,39389,1051188,0.7041
5,2018-12-20,ICICIPRULI,EQ,315.5,314.5,325.35,314.45,323.0,323.25,322.25,2146165,69160539710000.0,18743,1311558,0.6111
6,2018-12-21,ICICIPRULI,EQ,323.25,324.45,329.4,319.05,325.9,326.85,325.32,1683650,54773342565000.0,21594,891008,0.5292
0,2018-12-13,IDBI,EQ,61.2,61.25,62.35,61.25,61.4,61.55,61.65,5652428,34844991170000.0,14050,1921945,0.34
1,2018-12-14,IDBI,EQ,61.55,61.8,61.8,61.0,61.05,61.05,61.22,3574902,21883817310000.0,9365,1660037,0.4644
2,2018-12-17,IDBI,EQ,61.05,61.05,61.35,60.75,61.25,61.15,61.07,4438097,27103631695000.0,6221,2549711,0.5745
3,2018-12-18,IDBI,EQ,61.15,61.2,61.95,61.05,61.95,61.8,61.64,2936834,18102202290000.0,12068,1364096,0.4645
4,2018-12-19,IDBI,EQ,61.8,62.0,62.25,61.4,62.05,62.0,61.9,2619123,16212276035000.0,7127,778258,0.29710000000000003
5,2018-12-20,IDBI,EQ,62.0,61.85,62.2,61.2,61.5,61.5,61.67,1922495,11856503330000.0,7389,581033,0.30219999999999997
6,2018-12-21,IDBI,EQ,61.5,61.85,62.1,61.2,61.65,61.85,61.79,13246361,81845352700000.0,13673,10709215,0.8085
0,2018-12-13,IDEA,EQ,34.65,34.9,35.8,34.7,34.9,34.9,35.27,19399454,68419709435000.0,30721,4077657,0.2102
1,2018-12-14,IDEA,EQ,34.9,35.4,37.7,35.25,36.0,36.2,36.52,41905527,153028067900000.0,67105,5392730,0.12869999999999998
2,2018-12-17,IDEA,EQ,36.2,36.45,36.85,35.75,36.4,36.4,36.35,18595808,67597735570000.01,26791,2962808,0.1593
3,2018-12-18,IDEA,EQ,36.4,36.4,37.7,36.05,37.35,37.3,36.9,15976524,58949365070000.01,25294,2728034,0.17079999999999998
4,2018-12-19,IDEA,EQ,37.3,37.5,38.1,37.3,37.65,37.75,37.67,15543507,58554899504999.99,23213,2530859,0.16280000000000003
5,2018-12-20,IDEA,EQ,37.75,37.35,38.45,37.25,38.3,38.2,38.01,13589943,51661574750000.0,19872,1933713,0.1423
6,2018-12-21,IDEA,EQ,38.2,38.5,38.85,37.5,38.15,38.3,38.27,35586823,136205741105000.0,31025,15781000,0.4435
0,2018-12-13,IDFC,EQ,38.75,39.0,40.4,39.0,40.05,40.1,39.72,3521105,13984739385000.0,8434,737449,0.20940000000000003
1,2018-12-14,IDFC,EQ,40.1,39.9,40.25,39.2,39.6,39.65,39.68,1849633,7339564959999.999,4822,503877,0.2724
2,2018-12-17,IDFC,EQ,39.65,39.75,40.6,39.35,39.9,39.95,40.15,2395330,9617827225000.0,4682,908939,0.37950000000000006
3,2018-12-18,IDFC,EQ,39.95,39.95,41.3,39.55,41.3,41.15,40.83,3550502,14496999785000.0,8461,581739,0.1638
4,2018-12-19,IDFC,EQ,41.15,42.0,42.6,40.85,41.9,41.9,41.72,7342717,30634625489999.996,15489,1403472,0.1911
5,2018-12-20,IDFC,EQ,41.9,41.6,44.95,41.3,44.15,44.0,43.47,7724128,33580575645000.0,17239,1477648,0.1913
6,2018-12-21,IDFC,EQ,44.0,44.25,44.5,42.65,42.85,42.9,43.45,4509452,19594303330000.0,11260,854294,0.1894
0,2018-12-13,IDFCBANK,EQ,37.6,37.9,39.95,37.8,39.3,39.4,38.93,14693642,57196417529999.99,26247,3265362,0.22219999999999998
1,2018-12-14,IDFCBANK,EQ,39.4,39.55,39.75,38.4,39.05,39.15,39.1,11344083,44352402970000.0,15670,3317886,0.2925
2,2018-12-17,IDFCBANK,EQ,39.15,38.95,39.6,38.9,39.3,39.35,39.37,4633099,18241805955000.0,13002,1493767,0.3224
3,2018-12-18,IDFCBANK,EQ,39.35,39.2,41.3,39.05,41.2,41.2,40.7,18819636,76601627020000.0,35051,4497657,0.239
4,2018-12-19,IDFCBANK,EQ,41.2,42.5,43.45,41.0,42.8,42.8,42.33,39443846,166947612000000.0,59438,9389358,0.23800000000000002
5,2018-12-20,IDFCBANK,EQ,42.8,42.85,44.1,42.25,43.9,43.9,43.4,23368210,101408335475000.0,34721,5785575,0.24760000000000001
6,2018-12-21,IDFCBANK,EQ,43.9,44.3,44.55,42.85,43.1,43.15,43.46,20661011,89796979245000.0,30089,6111792,0.2958
0,2018-12-13,IFCI,EQ,13.55,13.55,13.75,13.2,13.3,13.35,13.48,3420333,4609369140000.0,3081,764784,0.2236
1,2018-12-14,IFCI,EQ,13.35,13.25,13.9,13.2,13.6,13.7,13.61,4068092,5538377560000.0,3746,920374,0.2262
2,2018-12-17,IFCI,EQ,13.7,13.75,13.85,13.65,13.7,13.7,13.73,2430612,3337082195000.0,2599,562146,0.2313
3,2018-12-18,IFCI,EQ,13.7,13.6,14.4,13.55,14.3,14.25,14.12,8699105,12283892280000.0,7536,2297379,0.2641
4,2018-12-19,IFCI,EQ,14.25,14.25,14.85,14.2,14.65,14.65,14.61,6603457,9644941020000.0,7024,1687316,0.2555
5,2018-12-20,IFCI,EQ,14.65,14.7,15.25,14.3,14.55,14.55,14.77,18951160,27986731625000.0,16849,3600141,0.19
6,2018-12-21,IFCI,EQ,14.55,14.6,14.75,14.2,14.55,14.5,14.44,6224530,8990401180000.0,4931,1522384,0.2446
0,2018-12-13,IGL,EQ,250.5,254.0,255.65,251.75,254.5,254.55,253.89,1601069,40650248490000.0,20408,617441,0.38560000000000005
1,2018-12-14,IGL,EQ,254.55,254.0,254.3,250.65,253.0,253.3,252.78,921778,23300427170000.0,17047,370241,0.4017
2,2018-12-17,IGL,EQ,253.3,253.9,263.35,253.9,262.0,262.25,260.41,1935941,50413894040000.0,19231,670585,0.3464
3,2018-12-18,IGL,EQ,262.25,263.5,263.85,258.1,260.15,259.9,260.51,1540405,40129178540000.0,18263,489724,0.3179
4,2018-12-19,IGL,EQ,259.9,262.0,264.75,261.1,263.7,264.0,263.32,1112172,29286132564999.996,10777,487114,0.438
5,2018-12-20,IGL,EQ,264.0,264.35,264.45,261.6,264.0,263.7,263.18,670278,17640112360000.0,7579,337240,0.5031
6,2018-12-21,IGL,EQ,263.7,264.0,268.4,259.45,260.5,260.4,263.68,1452873,38309251080000.0,13666,596011,0.41020000000000006
0,2018-12-13,INDIACEM,EQ,92.7,93.0,94.35,90.65,92.25,91.75,92.32,5781259,53373240040000.0,19042,1010980,0.1749
1,2018-12-14,INDIACEM,EQ,91.75,95.0,95.8,92.4,93.1,93.7,93.87,10988575,103147405260000.0,41226,1603223,0.1459
2,2018-12-17,INDIACEM,EQ,93.7,93.5,93.5,91.25,92.6,92.7,92.5,2902635,26849261289999.996,12320,421615,0.14529999999999998
3,2018-12-18,INDIACEM,EQ,92.7,92.1,94.6,91.75,94.05,94.05,93.45,3593583,33581599735000.004,17196,592249,0.1648
4,2018-12-19,INDIACEM,EQ,94.05,95.7,100.0,94.4,97.8,97.9,98.05,19136255,187634254695000.0,71034,3105527,0.1623
5,2018-12-20,INDIACEM,EQ,97.9,97.2,99.8,95.65,97.6,97.35,97.78,9174333,89707302850000.0,30195,1316973,0.1435
6,2018-12-21,INDIACEM,EQ,97.35,97.6,98.05,94.75,95.7,96.1,96.16,6767203,65072791810000.0,22743,903370,0.1335
0,2018-12-13,INDIANB,EQ,227.4,228.6,242.65,228.6,238.65,239.05,239.2,4383722,104858653460000.0,43437,843703,0.1925
1,2018-12-14,INDIANB,EQ,239.05,238.0,241.3,235.0,240.0,240.15,239.01,1381025,33007973125000.0,15067,180065,0.1304
2,2018-12-17,INDIANB,EQ,240.15,240.2,242.6,236.4,238.0,237.25,239.51,962018,23041696240000.0,9077,142778,0.1484
3,2018-12-18,INDIANB,EQ,237.25,235.1,244.0,234.15,243.35,243.3,241.66,1807714,43685958185000.0,24155,357772,0.1979
4,2018-12-19,INDIANB,EQ,243.3,244.8,252.3,243.35,248.8,248.85,247.96,2264284,56146165179999.99,23506,293238,0.1295
5,2018-12-20,INDIANB,EQ,248.85,250.0,253.8,245.2,246.1,246.75,250.15,1615693,40416881975000.0,16338,178039,0.11019999999999999
6,2018-12-21,INDIANB,EQ,246.75,245.35,249.5,238.35,238.6,239.4,242.36,1542013,37372722955000.0,15782,201096,0.1304
0,2018-12-13,INDIGO,EQ,1023.95,1038.0,1080.0,1034.0,1060.8,1060.0,1059.72,1696120,179740798955000.0,58172,661962,0.39030000000000004
1,2018-12-14,INDIGO,EQ,1060.0,1060.8,1069.9,1050.2,1063.25,1061.6,1061.54,467751,49653411665000.0,27758,107943,0.23079999999999998
2,2018-12-17,INDIGO,EQ,1061.6,1066.05,1071.45,1052.4,1062.0,1060.1,1059.94,547636,58046302650000.0,32818,171365,0.3129
3,2018-12-18,INDIGO,EQ,1060.1,1070.0,1124.0,1062.0,1121.0,1108.5,1088.23,2138080,232672463055000.03,65376,465238,0.21760000000000002
4,2018-12-19,INDIGO,EQ,1108.5,1130.0,1155.6,1125.0,1152.0,1151.45,1140.0,1647553,187821570470000.0,68295,371470,0.2255
5,2018-12-20,INDIGO,EQ,1151.45,1151.45,1162.0,1141.25,1153.25,1152.05,1151.81,1077218,124074821865000.02,32174,270552,0.25120000000000003
6,2018-12-21,INDIGO,EQ,1152.05,1159.8,1168.2,1139.05,1151.25,1154.45,1153.72,761581,87865500810000.0,32729,168209,0.2209
0,2018-12-13,INDUSINDBK,EQ,1582.2,1591.5,1628.0,1576.95,1608.5,1610.1,1606.03,1283289,206100225990000.0,50649,213355,0.1663
1,2018-12-14,INDUSINDBK,EQ,1610.1,1610.0,1613.5,1590.05,1608.0,1603.85,1600.83,692049,110785300975000.0,39081,237166,0.34270000000000006
2,2018-12-17,INDUSINDBK,EQ,1603.85,1612.9,1639.5,1605.0,1630.3,1633.35,1626.63,791402,128731946559999.98,46089,246324,0.3113
3,2018-12-18,INDUSINDBK,EQ,1633.35,1627.9,1644.35,1609.0,1640.2,1639.55,1629.15,983139,160167632970000.0,47865,378018,0.38450000000000006
4,2018-12-19,INDUSINDBK,EQ,1639.55,1641.0,1652.7,1609.4,1614.85,1612.65,1631.63,1390871,226938282705000.03,43970,772170,0.5552
5,2018-12-20,INDUSINDBK,EQ,1612.65,1606.1,1621.75,1593.3,1617.8,1612.85,1608.74,1156454,186042964125000.0,49031,372754,0.3223
6,2018-12-21,INDUSINDBK,EQ,1612.85,1612.85,1625.95,1572.2,1577.95,1575.65,1593.94,1119348,178417238735000.0,34888,472154,0.4218
0,2018-12-13,INFIBEAM,EQ,46.7,47.2,50.5,45.5,46.7,47.15,48.23,40448139,195098184030000.0,98201,3506923,0.0867
1,2018-12-14,INFIBEAM,EQ,47.15,47.0,47.85,45.75,46.85,46.6,46.88,17975886,84278281225000.0,45312,1895561,0.10550000000000001
2,2018-12-17,INFIBEAM,EQ,46.6,46.9,49.55,46.9,48.35,48.65,48.69,21539853,104879088510000.0,54398,3559926,0.1653
3,2018-12-18,INFIBEAM,EQ,48.65,48.95,50.8,48.1,48.75,48.95,49.46,26753724,132328446795000.0,67107,2882744,0.10779999999999999
4,2018-12-19,INFIBEAM,EQ,48.95,49.4,49.7,47.55,48.0,48.05,48.8,12171546,59400658754999.99,29098,1606347,0.132
5,2018-12-20,INFIBEAM,EQ,48.05,47.95,49.6,47.2,48.4,48.4,48.66,13581666,66087977665000.0,30659,1517932,0.1118
6,2018-12-21,INFIBEAM,EQ,48.4,50.0,51.4,48.2,49.25,49.1,49.82,25489538,126981617065000.02,60433,3521466,0.13820000000000002
0,2018-12-13,INFRATEL,EQ,250.7,251.2,252.45,248.35,249.5,249.2,249.48,2790047,69605536225000.0,36226,2188291,0.7843000000000001
1,2018-12-14,INFRATEL,EQ,249.2,249.0,252.9,247.25,252.3,252.05,250.07,1818267,45468774750000.0,62109,1011137,0.5561
2,2018-12-17,INFRATEL,EQ,252.05,252.3,255.85,249.25,255.2,254.95,252.4,1419070,35817336645000.0,30908,731714,0.5156000000000001
3,2018-12-18,INFRATEL,EQ,254.95,253.05,257.3,252.7,255.05,254.6,254.92,1171801,29871633275000.0,22335,666996,0.5692
4,2018-12-19,INFRATEL,EQ,254.6,255.0,267.1,254.55,262.4,263.45,261.9,2570544,67322720735000.0,89186,1570629,0.611
5,2018-12-20,INFRATEL,EQ,263.45,262.0,263.95,257.95,262.0,262.0,261.92,1137215,29786350535000.004,23939,597929,0.5258
6,2018-12-21,INFRATEL,EQ,262.0,263.8,265.0,247.45,261.3,259.85,257.13,6508796,167357606180000.0,74090,2362654,0.363
0,2018-12-13,INFY,EQ,678.5,682.0,700.0,680.0,695.35,697.75,690.27,7521474,519185356600000.0,187302,4679887,0.6222
1,2018-12-14,INFY,EQ,697.75,697.45,713.7,694.4,706.15,706.05,705.93,9560576,674910121485000.0,158039,4777005,0.4997
2,2018-12-17,INFY,EQ,706.05,711.85,711.85,692.75,692.75,694.4,697.79,4778465,333437689910000.0,95026,2319758,0.4855
3,2018-12-18,INFY,EQ,694.4,686.5,686.5,674.55,677.0,676.6,679.65,8021298,545168681905000.0,191277,4277069,0.5332
4,2018-12-19,INFY,EQ,676.6,671.55,671.55,661.1,664.6,664.85,665.07,8295459,551704652460000.06,263253,4781304,0.5764
5,2018-12-20,INFY,EQ,664.85,660.0,671.55,656.4,666.9,667.05,664.34,11705260,777623903715000.0,237519,6351199,0.5426
6,2018-12-21,INFY,EQ,667.05,659.5,659.5,643.45,646.55,646.2,651.1,12802132,833549375810000.0,228130,6537301,0.5106
0,2018-12-13,IOC,EQ,136.1,138.45,138.9,136.35,137.75,137.4,137.48,17570018,241557898219999.97,77112,7738463,0.4404
1,2018-12-14,IOC,EQ,137.4,141.15,142.5,140.1,141.3,141.25,141.4,39439207,557681146045000.0,165774,16188342,0.4105
2,2018-12-17,IOC,EQ,141.25,142.6,143.1,141.3,143.0,142.9,142.34,18481348,263062169050000.0,103720,10199962,0.5519
3,2018-12-18,IOC,EQ,142.9,143.7,145.0,143.0,144.75,144.75,143.94,20050465,288597427650000.0,87369,10478377,0.5226
4,2018-12-19,IOC,EQ,144.75,147.0,147.75,145.55,146.0,145.95,146.25,18132865,265200549240000.0,96014,9202492,0.5075000000000001
5,2018-12-20,IOC,EQ,145.95,145.55,148.25,144.9,148.0,147.85,146.67,21555488,316164469580000.0,85946,12062784,0.5596
6,2018-12-21,IOC,EQ,147.85,141.8,142.8,139.1,139.8,139.75,140.39,34680959,486878139450000.0,154769,16524475,0.4765
0,2018-12-13,IRB,EQ,153.8,153.7,155.9,149.25,153.35,154.0,152.71,1152174,17595217280000.0,10069,119583,0.1038
1,2018-12-14,IRB,EQ,154.0,153.2,155.8,149.35,151.85,152.35,152.98,1313234,20089822500000.0,8984,86982,0.06620000000000001
2,2018-12-17,IRB,EQ,152.35,153.0,153.55,150.8,151.35,151.85,152.24,661968,10077901755000.0,5730,75628,0.1142
3,2018-12-18,IRB,EQ,151.85,151.9,155.0,150.55,154.8,154.2,152.69,1029170,15714337900000.0,8910,147168,0.14300000000000002
4,2018-12-19,IRB,EQ,154.2,154.8,164.65,153.2,161.75,162.75,160.45,3767000,60442381650000.0,30639,436828,0.11599999999999999
5,2018-12-20,IRB,EQ,162.75,162.0,166.2,160.0,164.45,164.85,163.92,2425596,39760109165000.0,15759,537450,0.22160000000000002
6,2018-12-21,IRB,EQ,164.85,164.45,169.5,162.55,167.5,168.3,166.8,3522707,58758885235000.0,34228,933821,0.2651
0,2018-12-13,ITC,EQ,276.05,279.0,279.4,273.5,275.2,275.3,276.73,15821425,437830931039999.94,115314,11648030,0.7362000000000001
1,2018-12-14,ITC,EQ,275.3,274.35,277.25,273.9,275.85,275.75,275.73,8594764,236984839425000.0,113401,5926873,0.6896
2,2018-12-17,ITC,EQ,275.75,277.0,281.4,275.9,279.4,279.85,279.14,12232198,341449836025000.0,114946,8014630,0.6552
3,2018-12-18,ITC,EQ,279.85,279.05,280.6,277.0,278.5,278.15,278.46,8832786,245958636594999.97,117492,5750189,0.6509999999999999
4,2018-12-19,ITC,EQ,278.15,279.0,284.0,278.5,283.15,283.45,282.31,13133469,370772092185000.0,139093,8623283,0.6566
5,2018-12-20,ITC,EQ,283.45,281.0,284.4,281.0,283.1,282.65,282.65,4964496,140319329105000.0,69227,2376145,0.4786
6,2018-12-21,ITC,EQ,282.65,283.0,284.0,276.05,276.6,276.75,278.72,6816618,189991199490000.0,95655,3706240,0.5437
0,2018-12-13,JETAIRWAYS,EQ,258.45,261.8,265.5,248.4,249.5,251.95,257.86,5544435,142966823515000.0,72827,631869,0.114
1,2018-12-14,JETAIRWAYS,EQ,251.95,250.0,268.95,247.0,259.95,259.9,259.87,12463395,323881637690000.0,124796,661476,0.053099999999999994
2,2018-12-17,JETAIRWAYS,EQ,259.9,253.9,253.9,247.1,250.95,249.95,250.53,10166132,254696447965000.0,99842,615689,0.060599999999999994
3,2018-12-18,JETAIRWAYS,EQ,249.95,242.5,249.7,240.0,244.0,245.8,244.27,9543942,233128478785000.0,97976,679223,0.0712
4,2018-12-19,JETAIRWAYS,EQ,245.8,250.0,253.3,243.75,244.9,246.15,249.57,7341690,183225315385000.0,62775,671184,0.09140000000000001
5,2018-12-20,JETAIRWAYS,EQ,246.15,244.9,254.0,244.6,252.0,252.15,250.26,7317546,183126299760000.0,60475,742644,0.1015
6,2018-12-21,JETAIRWAYS,EQ,252.15,252.5,258.8,250.5,251.0,252.65,254.22,8358328,212483193430000.0,75872,598197,0.0716
0,2018-12-13,JINDALSTEL,EQ,156.25,157.2,163.7,156.3,160.0,159.4,159.67,14221490,227079792380000.03,89568,2616173,0.184
1,2018-12-14,JINDALSTEL,EQ,159.4,158.0,162.25,155.2,157.75,157.85,158.62,10406750,165072715995000.0,86990,1302697,0.1252
2,2018-12-17,JINDALSTEL,EQ,157.85,159.4,164.7,158.25,164.3,163.9,161.56,10161735,164170714290000.0,58751,2039650,0.20070000000000002
3,2018-12-18,JINDALSTEL,EQ,163.9,162.85,165.55,162.0,165.45,164.9,164.18,7217556,118499014659999.98,42186,490497,0.068
4,2018-12-19,JINDALSTEL,EQ,164.9,165.9,170.15,164.25,167.05,167.6,167.12,8764402,146471956825000.0,52288,1101360,0.1257
5,2018-12-20,JINDALSTEL,EQ,167.6,165.4,168.4,164.45,168.1,167.25,166.53,5066318,84371506875000.0,34094,547851,0.1081
6,2018-12-21,JINDALSTEL,EQ,167.25,168.0,172.85,163.2,164.0,164.65,168.05,11096129,186473541660000.0,71617,1477776,0.1332
0,2018-12-13,JISLJALEQS,EQ,64.65,65.95,67.5,64.25,66.6,66.25,65.98,8969186,59177113265000.0,35279,2571981,0.2868
1,2018-12-14,JISLJALEQS,EQ,66.25,66.6,66.8,65.25,66.55,66.6,66.1,4161799,27508437450000.0,11529,1158575,0.2784
2,2018-12-17,JISLJALEQS,EQ,66.6,66.85,67.3,65.9,66.45,66.6,66.48,1898340,12620254800000.0,6099,349540,0.1841
3,2018-12-18,JISLJALEQS,EQ,66.6,66.0,66.45,64.8,65.6,65.7,65.54,3206359,21015808520000.0,10306,1123634,0.3504
4,2018-12-19,JISLJALEQS,EQ,65.7,65.6,67.6,64.85,66.4,66.5,66.19,6857702,45389898345000.0,17013,2858737,0.4169
5,2018-12-20,JISLJALEQS,EQ,66.5,66.0,69.75,66.0,69.05,68.9,68.77,10492197,72154139690000.0,28154,2215082,0.2111
6,2018-12-21,JISLJALEQS,EQ,68.9,69.05,69.7,67.0,68.95,69.05,68.43,6574889,44992814860000.0,24889,2173750,0.3306
0,2018-12-13,JPASSOCIAT,EQ,7.1,7.15,7.2,6.9,6.95,6.95,7.04,17972592,12657177910000.0,13152,6175620,0.3436
1,2018-12-14,JPASSOCIAT,EQ,6.95,6.95,7.2,6.85,7.0,7.05,7.05,18735352,13215033210000.0,33195,5313177,0.2836
2,2018-12-17,JPASSOCIAT,EQ,7.05,7.0,7.2,6.9,7.15,7.15,7.08,15606000,11045808490000.0,7976,6201035,0.3973
3,2018-12-18,JPASSOCIAT,EQ,7.15,7.1,7.3,7.0,7.1,7.15,7.16,18674696,13377652600000.0,11792,4385426,0.2348
4,2018-12-19,JPASSOCIAT,EQ,7.15,7.2,7.4,7.0,7.25,7.3,7.25,31876395,23111081535000.0,18867,8005526,0.2511
5,2018-12-20,JPASSOCIAT,EQ,7.3,7.2,7.6,7.15,7.6,7.45,7.34,24146534,17715672085000.0,11066,5836598,0.24170000000000003
6,2018-12-21,JPASSOCIAT,EQ,7.45,7.55,8.05,7.55,7.75,7.75,7.8,68219382,53210198690000.0,36507,13640712,0.2
0,2018-12-13,JSWSTEEL,EQ,302.45,305.7,306.7,295.5,297.5,298.05,301.76,5434548,163992716415000.0,57356,1212274,0.2231
1,2018-12-14,JSWSTEEL,EQ,298.05,297.0,300.85,291.15,292.9,293.1,295.62,5963531,176293141465000.0,60990,1755731,0.2944
2,2018-12-17,JSWSTEEL,EQ,293.1,294.9,300.5,294.05,299.6,299.85,297.62,4379498,130344496920000.0,41942,1080815,0.2468
3,2018-12-18,JSWSTEEL,EQ,299.85,299.1,306.7,298.1,306.7,305.45,303.03,6638364,201160199660000.0,59740,2249717,0.33890000000000003
4,2018-12-19,JSWSTEEL,EQ,305.45,308.0,312.35,304.4,309.5,311.0,308.71,5813820,179477178345000.0,55430,1558776,0.2681
5,2018-12-20,JSWSTEEL,EQ,311.0,309.0,310.8,306.2,309.0,308.7,308.46,5637742,173900562900000.0,38200,2426452,0.4304
6,2018-12-21,JSWSTEEL,EQ,308.7,309.0,312.7,305.85,307.3,308.0,308.81,6808600,210257447650000.0,51124,3129646,0.4597
0,2018-12-13,JUBLFOOD,EQ,1232.9,1250.0,1283.9,1240.0,1244.0,1251.1,1266.16,2276979,288301160130000.0,75403,216643,0.0951
1,2018-12-14,JUBLFOOD,EQ,1251.1,1244.0,1257.8,1225.0,1249.0,1246.55,1240.64,1435625,178109771020000.0,43615,292671,0.2039
2,2018-12-17,JUBLFOOD,EQ,1246.55,1259.0,1280.0,1248.55,1279.0,1276.95,1267.17,1246423,157943465920000.0,40243,172935,0.1387
3,2018-12-18,JUBLFOOD,EQ,1276.95,1270.0,1295.0,1263.2,1288.65,1289.4,1284.25,1677757,215465513694999.97,40964,232914,0.1388
4,2018-12-19,JUBLFOOD,EQ,1289.4,1304.0,1349.0,1299.3,1347.85,1343.65,1333.58,2441586,325605501820000.0,56665,323118,0.1323
5,2018-12-20,JUBLFOOD,EQ,1343.65,1335.0,1370.0,1325.0,1355.0,1353.35,1354.56,1826832,247454459480000.03,46245,131313,0.0719
6,2018-12-21,JUBLFOOD,EQ,1353.35,1358.8,1376.0,1306.0,1314.95,1313.5,1335.76,1968751,262976905835000.0,56449,311981,0.1585
0,2018-12-13,JUSTDIAL,EQ,479.65,490.0,498.0,483.5,492.55,491.75,492.81,1454448,71677165300000.0,24520,173406,0.1192
1,2018-12-14,JUSTDIAL,EQ,491.75,491.4,496.25,487.25,492.0,491.9,491.65,1097808,53974108854999.99,20768,242604,0.22100000000000003
2,2018-12-17,JUSTDIAL,EQ,491.9,493.7,494.0,485.3,489.65,489.75,489.21,841434,41164152365000.0,14055,117057,0.1391
3,2018-12-18,JUSTDIAL,EQ,489.75,489.65,500.8,486.0,493.25,493.75,495.08,1723829,85343798500000.0,34717,263123,0.1526
4,2018-12-19,JUSTDIAL,EQ,493.75,497.65,498.0,489.0,490.9,490.9,492.06,1025562,50463676715000.0,16342,143750,0.1402
5,2018-12-20,JUSTDIAL,EQ,490.9,490.2,497.7,488.0,494.75,493.6,494.04,891897,44063512005000.0,14869,121346,0.1361
6,2018-12-21,JUSTDIAL,EQ,493.6,493.7,496.5,477.15,483.9,482.6,484.33,1418826,68718192195000.01,21118,363787,0.2564
0,2018-12-13,KAJARIACER,EQ,457.85,459.05,463.2,447.1,449.0,449.65,455.39,344943,15708261930000.002,15911,95436,0.2767
1,2018-12-14,KAJARIACER,EQ,449.65,451.0,457.0,442.45,445.6,445.0,448.86,284089,12751646925000.0,6634,94771,0.3336
2,2018-12-17,KAJARIACER,EQ,445.0,446.2,456.2,443.6,445.75,446.7,450.05,482735,21725489715000.0,11516,167760,0.34750000000000003
3,2018-12-18,KAJARIACER,EQ,446.7,445.05,464.6,445.05,460.0,459.95,458.29,712988,32675709145000.0,16608,162864,0.2284
4,2018-12-19,KAJARIACER,EQ,459.95,462.8,483.0,462.0,482.0,477.2,472.59,743480,35136156095000.0,20808,194591,0.26170000000000004
5,2018-12-20,KAJARIACER,EQ,477.2,480.15,494.0,477.0,484.15,484.4,486.34,888758,43223893060000.0,20724,128058,0.1441
6,2018-12-21,KAJARIACER,EQ,484.4,483.85,495.9,483.85,489.0,487.0,490.46,981846,48155641830000.0,23242,168289,0.1714
0,2018-12-13,KOTAKBANK,EQ,1237.15,1240.0,1271.8,1228.6,1268.6,1264.4,1249.77,4227732,528367626875000.0,103578,1445798,0.342
